lambda,mu,gamma,k,objective_value,num_features,selected_features
2.0,0.5,100.0,10,-15599.202890527231,26,"Apparent_Power,Ia_rollmean,Ib,Power_VbIb,Istd,Power_VcIc,Iref_rollstd,Ib_rollstd,Va,Ic_rollstd,Vstd,is_THD_below_nominal,dIc_dt,dVc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,Va_rollstd,dIa_dt,is_zero_Iref,is_zero_current"
2.0,0.5,100.0,15,12498.734566937082,25,"Imean,Ic_rollmean,Ib_rollmean,Ia,Ib,Power_VaIa,Power_VcIc,Ib_rollstd,Va,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,is_current_imbalanced,THD_rollstd,dIb_dt,dVc_dt,dVa_dt,dVb_dt,Vb_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,is_voltage_spike_ab"
2.0,0.5,100.0,20,35101.456756069616,27,"Apparent_Power,dImean_dt,Imean,Ib_rollmean,Iref_rollmean,Power_VaIa,Iref_rollstd,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dVa_dt,Vb_rollmean,Va_rollmean,dIref_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab"
2.0,0.5,100.0,25,62102.52591670806,27,"Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Power_VbIb,Ib_rollstd,Vb,Vc,Ic_rollstd,THD,Vstd,is_current_imbalanced,is_current_surge,dIc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,0.5,100.0,30,90002.67774482425,30,"Apparent_Power,Iref_error,Imean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Iref_rollstd,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,dIc_dt,dVc_dt,dVa_dt,Iref,Va_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,0.1,5,-36.02065284502622,27,"dImean_dt,Iref_rollmean,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,Vstd,THD_rollstd,dIc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,Va_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc"
2.0,1.0,0.1,10,-13.964200687419662,28,"Imean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Iref_rollstd,Ib_rollstd,Idiff_bc,THD,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,dIc_dt,dVc_dt,Iref,dVb_dt,Vb_rollmean,THD_rollmean,Vc_rollstd,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_voltage_spike_bc"
2.0,1.0,0.1,15,20.21647156238494,27,"dImean_dt,Iref_error,Idiff_ab,Istd,Power_VaIa,Vmean,Vb,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ca,is_zero_current"
2.0,1.0,0.1,20,44.76188870531674,24,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Istd,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Vc,Ia_rollstd,Vdiff_bc,Vstd,is_current_surge,dVc_dt,Vb_rollstd,Iref,Vb_rollmean,Va_rollmean,THD_rollmean,Vc_rollstd,is_voltage_spike_ca,is_zero_current"
2.0,1.0,0.1,25,73.00387378400531,30,"Apparent_Power,Iref_error,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Istd,Power_VaIa,Ib_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ca,Vdiff_bc,Vstd,is_THD_below_nominal,is_current_surge,Iref,Vc_rollmean,Va_rollmean,THD_rollmean,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,0.1,30,110.14991271013251,31,"Apparent_Power,dImean_dt,Iref_error,Ib_rollmean,Istd,Power_VcIc,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,is_THD_below_nominal,is_current_surge,dIc_dt,Vb_rollstd,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,0.5,5,-246.10624380572244,28,"Apparent_Power,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,is_current_surge,Vc_rollmean,Vb_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,0.5,10,-11.024823948492905,21,"Ib_rollmean,Ic,Ia,Vmean,Vc,Idiff_ca,Ia_rollstd,THD,Vdiff_bc,is_current_imbalanced,is_current_surge,dIc_dt,Vc_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc"
2.0,1.0,0.5,15,63.15523950396437,25,"Imean,Ic_rollmean,Ib_rollmean,Istd,Power_VaIa,Vmean,Iref_rollstd,Vc,Ic_rollstd,THD,Vdiff_ca,Vstd,is_current_imbalanced,THD_rollstd,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio"
2.0,1.0,0.5,20,181.32285456776236,26,"Iref_error,Ia_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Istd,Iref_rollstd,Vb,Va,Vdiff_ab,Vstd,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVc_dt,Vb_rollstd,Vc_rollmean,dVb_dt,THD_rollmean,Vc_rollstd,dIa_dt,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_zero_current"
2.0,1.0,0.5,25,306.65900757280997,28,"Apparent_Power,dImean_dt,Ib_rollmean,Ic,Ia,Ib,Idiff_ab,Vmean,Iref_rollstd,Vc,Va,Idiff_bc,Idiff_ca,Vdiff_ab,THD_rollstd,dIb_dt,dVc_dt,dVa_dt,Vb_rollmean,Vc_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,0.5,30,466.2805809415934,30,"Iref_error,Imean,Ib_rollmean,Ia_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Power_VaIa,Iref_rollstd,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vstd,dIb_dt,is_current_surge,Vb_rollstd,dVa_dt,Iref,dVb_dt,dIref_dt,THD_rollmean,Va_rollstd,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,1.0,5,-371.89973961678373,25,"Apparent_Power,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Power_VaIa,Power_VcIc,Vc,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ca,dIc_dt,dVc_dt,Iref,Vc_rollmean,Vb_rollmean,Va_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_bc"
2.0,1.0,1.0,10,-379.84405955441,32,"Apparent_Power,dImean_dt,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ib,Power_VbIb,Power_VcIc,Ib_rollstd,Va,Idiff_bc,Vdiff_ab,Vdiff_ca,Vstd,is_current_imbalanced,dIc_dt,dVc_dt,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,Power_factor,is_zero_current"
2.0,1.0,1.0,15,158.5894376955341,23,"Apparent_Power,Ib_rollmean,Ic,Ib,Vmean,Iref_rollstd,Vb,Vc,Va,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,is_current_imbalanced,Vb_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,Power_factor,is_voltage_spike_ca"
2.0,1.0,1.0,20,325.3131811444414,29,"dImean_dt,Iref_rollmean,Ic,Ia,Idiff_ab,Istd,Power_VcIc,Vmean,Iref_rollstd,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vstd,is_current_imbalanced,dIc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,1.0,25,629.1409859960775,26,"Iref_error,Imean,Ic_rollmean,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Vb,Idiff_ca,THD,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,Iref,Vc_rollmean,Vb_rollmean,dTHD_dt,Ia_Ib_ratio,dIa_dt,is_zero_Iref,is_voltage_spike_bc"
2.0,1.0,1.0,30,909.6141133200138,30,"Apparent_Power,dImean_dt,Imean,Ia_rollmean,Iref_rollmean,Ia,Istd,Power_VaIa,Power_VcIc,Vmean,Vb,Vc,Idiff_bc,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,dIb_dt,is_current_surge,dVc_dt,Vb_rollstd,Iref,Vb_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab"
2.0,1.0,2.0,5,-527.292411940522,22,"Imean,Ib_rollmean,Iref_rollmean,Ia,Istd,Iref_rollstd,Ib_rollstd,Idiff_bc,Ia_rollstd,THD,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,Iref,Vc_rollmean,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ca,is_zero_current"
2.0,1.0,2.0,10,-681.76239998467,31,"dImean_dt,Iref_error,Ib_rollmean,Iref_rollmean,Idiff_ab,Istd,Vmean,Iref_rollstd,Vc,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,is_current_imbalanced,dIb_dt,dIc_dt,dVc_dt,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_zero_Iref,is_zero_current"
2.0,1.0,2.0,15,164.49453574952133,27,"Iref_error,Ib,Power_VbIb,Power_VaIa,Iref_rollstd,Ib_rollstd,Vb,Va,Idiff_bc,Idiff_ca,Ia_rollstd,THD,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,Iref,dVb_dt,Va_rollmean,dIref_dt,dTHD_dt,Ic_Ia_ratio,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
2.0,1.0,2.0,20,775.5695479538208,24,"Apparent_Power,Ib,Power_VbIb,Power_VcIc,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,Vdiff_bc,Vstd,THD_rollstd,dIb_dt,is_current_surge,dVb_dt,Va_rollmean,dIref_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_bc"
2.0,1.0,2.0,25,1231.770555572345,28,"Imean,Ic_rollmean,Ib_rollmean,Ic,Ib,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Vb,Va,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,is_current_surge,dVa_dt,Vc_rollmean,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ca"
2.0,1.0,2.0,30,1809.1494161053508,30,"dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ic,Idiff_ab,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,dVb_dt,THD_rollmean,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_zero_current"
2.0,1.0,5.0,5,-2520.9863192412013,28,"Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ic,Ia,Ib,Power_VbIb,Istd,Vb,Va,THD,Vstd,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,Iref,Vb_rollmean,dIref_dt,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor"
2.0,1.0,5.0,10,-622.4406096787329,25,"Ib_rollmean,Ia_rollmean,Ic,Ib,Idiff_ab,Power_VaIa,Power_VcIc,Vmean,Vb,Idiff_bc,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,Vdiff_bc,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vc_rollmean,dTHD_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
2.0,1.0,5.0,15,523.0125325832679,26,"dImean_dt,Iref_error,Imean,Ia_rollmean,Iref_rollmean,Ib,Power_VbIb,Istd,Power_VaIa,Iref_rollstd,Vb,Vc,Vstd,THD_rollstd,dIc_dt,dVa_dt,Iref,dVb_dt,dIref_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,5.0,20,1919.6730669979222,24,"Apparent_Power,Ib_rollmean,Ia_rollmean,Ic,Ia,Ib,Power_VcIc,Iref_rollstd,Vb,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIc_dt,Iref,THD_rollmean,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc"
2.0,1.0,5.0,25,2999.4898517392503,30,"dImean_dt,Iref_error,Ic,Ia,Ib,Power_VbIb,Power_VcIc,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vstd,is_current_imbalanced,THD_rollstd,dIb_dt,dVc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,5.0,30,4505.532305234958,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,THD,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,Va_rollmean,dIref_dt,dTHD_dt,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ca"
2.0,1.0,10.0,5,-3748.461389311339,25,"Apparent_Power,dImean_dt,Imean,Ib_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Ib_rollstd,Vb,THD,Vdiff_ca,Vdiff_bc,dIb_dt,dIc_dt,dVc_dt,Vb_rollstd,dVb_dt,Vb_rollmean,Va_rollmean,Vc_rollstd,Ia_Ib_ratio,is_voltage_spike_bc"
2.0,1.0,10.0,10,-2237.6987282193018,28,"dImean_dt,Ic_rollmean,Ib_rollmean,Ic,Power_VaIa,Vmean,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVa_dt,Vc_rollmean,dVb_dt,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,10.0,15,1041.6428365441677,26,"Apparent_Power,Iref_error,Imean,Ib_rollmean,Ia,Ib,Vmean,Vb,Va,Idiff_bc,Vdiff_ab,THD,is_current_imbalanced,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,dVb_dt,Vb_rollmean,Va_rollmean,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,10.0,20,3640.7944563445753,26,"Iref_error,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Istd,Power_VcIc,Iref_rollstd,Ib_rollstd,Vb,Vc,Va,Idiff_bc,THD,Vdiff_bc,THD_rollstd,is_current_surge,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,Vc_rollstd,dIa_dt,is_voltage_spike_ca"
2.0,1.0,10.0,25,6258.524425285037,25,"Apparent_Power,dImean_dt,Iref_rollmean,Idiff_ab,Power_VbIb,Istd,Vmean,Iref_rollstd,Vb,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,dVb_dt,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_bc"
2.0,1.0,10.0,30,9003.183787790904,30,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Ib,Power_VbIb,Istd,Vmean,Iref_rollstd,Ib_rollstd,Vb,Vc,Idiff_bc,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_current_imbalanced,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,dIref_dt,Vc_rollstd,is_voltage_spike_ab,is_voltage_spike_ca,is_zero_current"
2.0,1.0,20.0,5,-6717.803175650402,24,"Apparent_Power,Iref_error,Ic_rollmean,Ib_rollmean,Ic,Istd,Power_VcIc,Ib_rollstd,Vc,Va,Ia_rollstd,is_current_imbalanced,is_current_surge,dIc_dt,dVb_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,20.0,10,-3116.351672889757,26,"dImean_dt,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Vmean,Vc,Va,Ic_rollstd,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVa_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_current"
2.0,1.0,20.0,15,2882.330861365537,24,"Imean,Ic_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Power_VcIc,Vb,Idiff_bc,Ia_rollstd,THD,Vdiff_ca,is_THD_below_nominal,dIb_dt,dVc_dt,dVa_dt,Vc_rollmean,Vb_rollmean,dIref_dt,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor"
2.0,1.0,20.0,20,7023.39788945448,27,"Iref_error,Ic,Power_VbIb,Power_VaIa,Iref_rollstd,Ib_rollstd,Idiff_bc,Ic_rollstd,THD,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,THD_rollstd,dIc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,Power_factor"
2.0,1.0,20.0,25,12501.256317413472,25,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Istd,Vmean,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Vdiff_ca,is_current_imbalanced,dIb_dt,is_current_surge,dVa_dt,dVb_dt,dIref_dt,dTHD_dt,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ca"
2.0,1.0,20.0,30,18005.342733853293,30,"Apparent_Power,Iref_error,Imean,Ia_rollmean,Ic,Ib,Idiff_ab,Power_VaIa,Iref_rollstd,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,dIc_dt,Iref,Vb_rollmean,dIref_dt,THD_rollmean,Va_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,50.0,5,-16793.57444372514,24,"Apparent_Power,Imean,Iref_rollmean,Ic,Ia,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Vb,Ia_rollstd,THD,Vdiff_ca,is_current_imbalanced,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,dVa_dt,Vc_rollmean,Vb_rollmean,is_zero_Iref,Power_factor,is_zero_current"
2.0,1.0,50.0,10,-9446.470948264767,27,"Apparent_Power,dImean_dt,Iref_error,Iref_rollmean,Idiff_ab,Istd,Power_VaIa,Vmean,Ib_rollstd,Vb,Vc,Va,Idiff_ca,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,dVc_dt,dVb_dt,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,Power_factor"
2.0,1.0,50.0,15,8049.992192942255,23,"Imean,Ib_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VcIc,Ib_rollstd,Vb,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,is_THD_below_nominal,dIb_dt,dIc_dt,dVa_dt,Va_rollmean,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,Power_factor,is_voltage_spike_bc"
2.0,1.0,50.0,20,19549.912159079755,23,"dImean_dt,Ic_rollmean,Ib_rollmean,Iref_rollmean,Istd,Power_VcIc,Vmean,Iref_rollstd,Vc,Ic_rollstd,THD,Vdiff_bc,dIb_dt,dIc_dt,dVa_dt,Vb_rollmean,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_bc"
2.0,1.0,50.0,25,31249.3739336777,25,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Iref_rollstd,Ib_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ca,Vdiff_bc,is_current_surge,Vb_rollstd,Va_rollmean,dTHD_dt,Vc_rollstd,is_zero_Iref"
2.0,1.0,50.0,30,44998.871468959565,30,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Idiff_ca,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVc_dt,dVa_dt,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,Vc_rollstd,Ic_Ia_ratio,is_voltage_spike_ca"
2.0,1.0,100.0,5,-50396.13164002913,28,"dImean_dt,Imean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VaIa,Power_VcIc,Ib_rollstd,Va,Vdiff_ab,THD,Vstd,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVa_dt,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dTHD_dt,Vc_rollstd,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,1.0,100.0,10,-9599.210569053414,24,"Apparent_Power,dImean_dt,Imean,Ia_rollmean,Ia,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Vc,Va,Idiff_ca,Vdiff_ab,Vdiff_bc,THD_rollstd,dIb_dt,Vb_rollstd,Iref,dVb_dt,dIref_dt,dTHD_dt,Ic_Ia_ratio,is_voltage_spike_ca,is_zero_current"
2.0,1.0,100.0,15,2900.347673958504,29,"dImean_dt,Imean,Ic_rollmean,Ia,Ib,Idiff_ab,Istd,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,dIc_dt,dVc_dt,dVa_dt,Iref,dVb_dt,Vb_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,1.0,100.0,20,27902.22790633333,31,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Power_VaIa,Vc,Va,Ic_rollstd,Idiff_ca,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,is_current_surge,dVc_dt,Vb_rollstd,Iref,Vc_rollmean,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_current"
2.0,1.0,100.0,25,58904.150194154114,31,"dImean_dt,Iref_error,Imean,Ib_rollmean,Ia_rollmean,Ia,Idiff_ab,Istd,Power_VcIc,Iref_rollstd,Ib_rollstd,Vc,Va,Idiff_bc,Idiff_ca,Vdiff_ab,Vdiff_bc,is_current_imbalanced,THD_rollstd,dIc_dt,Vb_rollstd,Iref,Vc_rollmean,dIref_dt,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
2.0,1.0,100.0,30,90006.1133363278,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Vmean,Vc,Va,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,Vdiff_bc,Vstd,is_current_surge,dIc_dt,dVa_dt,Vc_rollmean,Vb_rollmean,dIref_dt,THD_rollmean,Va_rollstd,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
