lambda,mu,gamma,k,objective_value,num_features,selected_features
2.0,2.0,0.1,5,-12.928497874847674,23,"dImean_dt,Iref_error,Ic_rollmean,Iref_rollmean,Ib,Power_VaIa,Iref_rollstd,Vc,Ic_rollstd,Ia_rollstd,Vdiff_ca,Vstd,dIb_dt,dVc_dt,Iref,dVb_dt,Va_rollmean,THD_rollmean,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ca,is_zero_current"
2.0,2.0,0.1,10,-2.7125481353190803,27,"Iref_error,Imean,Iref_rollmean,Ic,Ia,Idiff_ab,Iref_rollstd,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Vdiff_ab,Vstd,THD_rollstd,is_current_surge,dIc_dt,Vb_rollstd,Iref,Vb_rollmean,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,is_voltage_spike_ab,is_voltage_spike_bc,is_zero_current"
2.0,2.0,0.1,15,37.993835883812956,30,"dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Vb,Va,Idiff_bc,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,Vstd,dIb_dt,is_current_surge,dVc_dt,Iref,dIref_dt,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
2.0,2.0,0.1,20,75.19507045985587,30,"Iref_error,Imean,Iref_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Vc,Idiff_bc,Ic_rollstd,Vdiff_ab,Vdiff_ca,Vstd,is_THD_below_nominal,is_current_surge,dIc_dt,Iref,Vc_rollmean,dVb_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,0.1,25,101.83907820785696,30,"Iref_error,Iref_rollmean,Ic,Ia,Ib,Power_VbIb,Power_VcIc,Idiff_bc,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_ca,Vstd,is_THD_below_nominal,is_current_surge,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,0.1,30,129.62738355398866,36,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Iref_rollmean,Istd,Power_VaIa,Power_VcIc,Vmean,Ib_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVa_dt,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,0.5,5,-232.15217660033903,27,"Iref_error,Ib_rollmean,Iref_rollmean,Ic,Ia,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Va,Idiff_ca,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,THD_rollstd,is_current_surge,dVc_dt,dVa_dt,dVb_dt,Va_rollmean,Va_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc"
2.0,2.0,0.5,10,-34.288157230160515,23,"Iref_error,Ic_rollmean,Ib,Idiff_ab,Power_VcIc,Iref_rollstd,Vb,Idiff_bc,THD,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,THD_rollmean,dTHD_dt,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref"
2.0,2.0,0.5,15,56.88636971774335,26,"Apparent_Power,Imean,Ia_rollmean,Ib,Idiff_ab,Power_VcIc,Iref_rollstd,Vb,Idiff_bc,THD,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,dIb_dt,is_current_surge,Vb_rollstd,Iref,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_zero_current"
2.0,2.0,0.5,20,162.75380920263171,29,"dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ib,Idiff_ab,Power_VbIb,Power_VcIc,Iref_rollstd,Ib_rollstd,Va,Ic_rollstd,Vdiff_ab,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,dIc_dt,dVa_dt,dIref_dt,Va_rollstd,Ic_Ia_ratio,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,0.5,25,346.84292392861954,26,"Apparent_Power,dImean_dt,Ic_rollmean,Iref_rollmean,Power_VaIa,Power_VcIc,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVa_dt,Iref,Vc_rollmean,dIref_dt,Va_rollstd,is_voltage_spike_ab,is_zero_Iref,Power_factor"
2.0,2.0,0.5,30,485.5864427883661,31,"dImean_dt,Imean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Ib_rollstd,Vc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_current_imbalanced,dIb_dt,is_current_surge,dVc_dt,Iref,Vc_rollmean,Vb_rollmean,dIref_dt,dTHD_dt,Vc_rollstd,Va_rollstd,dIa_dt,is_zero_Iref,Power_factor"
2.0,2.0,1.0,5,-327.4295957664952,24,"Apparent_Power,dImean_dt,Iref_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Vc,Va,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,is_THD_below_nominal,dIc_dt,dVa_dt,Iref,dVb_dt,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Power_factor"
2.0,2.0,1.0,10,-0.8989115252805107,20,"Iref_error,Ia_rollmean,Ib,Power_VaIa,Vc,Idiff_bc,Idiff_ca,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,dIc_dt,dVc_dt,dVa_dt,Iref,Vc_rollmean,dVb_dt,Vb_rollmean,dTHD_dt"
2.0,2.0,1.0,15,220.3445081002356,18,"Apparent_Power,dImean_dt,Ia_rollmean,Power_VaIa,Vb,THD,Vdiff_ca,is_current_imbalanced,THD_rollstd,dVc_dt,Vb_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,dIa_dt,Power_factor,is_voltage_spike_bc,is_zero_current"
2.0,2.0,1.0,20,360.24849022250174,27,"Apparent_Power,Iref_error,Ic_rollmean,Iref_rollmean,Ia,Istd,Power_VaIa,Iref_rollstd,Vc,Idiff_bc,Ic_rollstd,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,Vb_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Va_rollstd,dIa_dt,is_zero_current"
2.0,2.0,1.0,25,634.0394009571331,27,"Apparent_Power,dImean_dt,Ic_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Ic_rollstd,THD,Vdiff_ca,Vdiff_bc,THD_rollstd,dIc_dt,Vb_rollstd,Vb_rollmean,dIref_dt,THD_rollmean,Va_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,1.0,30,924.5990010083875,31,"dImean_dt,Imean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Vb,Va,Idiff_bc,Vdiff_ca,Vstd,is_current_imbalanced,is_THD_below_nominal,dIb_dt,is_current_surge,dVc_dt,Iref,Vc_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_voltage_spike_ca"
2.0,2.0,2.0,5,-818.600124995306,26,"Ia_rollmean,Idiff_ab,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,THD,Vstd,is_current_imbalanced,dIc_dt,Iref,Vc_rollmean,Va_rollmean,THD_rollmean,dTHD_dt,Ia_Ib_ratio,Ib_Ic_ratio,is_zero_Iref,Power_factor,is_voltage_spike_ca"
2.0,2.0,2.0,10,-253.40039360815985,25,"dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Ic,Ia,Ib,Power_VbIb,Power_VcIc,Iref_rollstd,Vc,Va,Idiff_ca,THD,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,dIc_dt,dVb_dt,Vb_rollmean,Va_rollmean,Vc_rollstd,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_bc"
2.0,2.0,2.0,15,216.3039186256978,26,"Iref_error,Ib_rollmean,Iref_rollmean,Ia,Power_VbIb,Power_VaIa,Va,Idiff_bc,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,THD_rollstd,dIb_dt,dVc_dt,Vb_rollstd,dVb_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_current"
2.0,2.0,2.0,20,613.730389936279,30,"Apparent_Power,Iref_error,Ib_rollmean,Iref_rollmean,Ib,Power_VbIb,Istd,Power_VaIa,Vb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_bc,is_current_imbalanced,THD_rollstd,dVc_dt,Vb_rollstd,Vc_rollmean,Vb_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_zero_current"
2.0,2.0,2.0,25,1251.3027755108474,28,"Apparent_Power,dImean_dt,Iref_error,Imean,Iref_rollmean,Idiff_ab,Istd,Power_VcIc,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,THD_rollstd,dIb_dt,dIc_dt,Vb_rollstd,dVa_dt,Va_rollmean,Vc_rollstd,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_zero_current"
2.0,2.0,2.0,30,1821.639389008968,30,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Vb,Va,Ic_rollstd,Vdiff_ab,Vdiff_ca,Vstd,is_THD_below_nominal,dIb_dt,Iref,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
2.0,2.0,5.0,5,-2288.7305529037235,27,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Iref_rollmean,Ia,Power_VbIb,Power_VaIa,Power_VcIc,Ib_rollstd,Vc,Va,Idiff_ca,Ia_rollstd,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_current_surge,dIc_dt,dVa_dt,Vc_rollmean,dIref_dt,THD_rollmean,Va_rollstd,dIa_dt,is_voltage_spike_ab,Power_factor"
2.0,2.0,5.0,10,-770.6901424207696,26,"dImean_dt,Imean,Ic_rollmean,Ib_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Vmean,Iref_rollstd,Ib_rollstd,Vc,Ic_rollstd,Idiff_ca,Vdiff_ab,Vdiff_ca,THD_rollstd,is_current_surge,Iref,dVb_dt,dIref_dt,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc,is_zero_current"
2.0,2.0,5.0,15,520.9673092901221,26,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Iref_rollmean,Ia,Power_VbIb,Iref_rollstd,Ib_rollstd,Vc,Idiff_ca,Vdiff_ab,is_THD_below_nominal,THD_rollstd,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vc_rollmean,Vb_rollmean,dIref_dt,THD_rollmean,Ia_Ib_ratio,is_zero_Iref,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,5.0,20,1927.7740225142206,24,"Apparent_Power,dImean_dt,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ib_rollstd,Idiff_bc,Ic_rollstd,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,dIc_dt,Vb_rollstd,Iref,Vc_rollmean,dVb_dt,dIref_dt,THD_rollmean,Va_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_zero_Iref,Power_factor"
2.0,2.0,5.0,25,3141.037013297033,25,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ic,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,is_THD_below_nominal,THD_rollstd,is_current_surge,dVc_dt,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_current"
2.0,2.0,5.0,30,4522.64793117163,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Power_VcIc,Va,Ic_rollstd,Ia_rollstd,THD,is_THD_below_nominal,THD_rollstd,is_current_surge,Vb_rollstd,dVa_dt,Iref,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Ia_Ib_ratio,dIa_dt,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_bc"
2.0,2.0,10.0,5,-4583.221056596282,27,"Iref_error,Ic_rollmean,Iref_rollmean,Ic,Ib,Istd,Power_VcIc,Ib_rollstd,Vc,Va,Ia_rollstd,THD,Vdiff_ca,Vdiff_bc,THD_rollstd,dIb_dt,Vb_rollstd,dVa_dt,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_zero_Iref,is_voltage_spike_ca"
2.0,2.0,10.0,10,-1238.9797803741671,25,"Apparent_Power,Iref_error,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VcIc,Vmean,Ib_rollstd,Vb,Va,Vdiff_ab,THD,Vstd,THD_rollstd,dIb_dt,dIc_dt,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Va_rollstd,Ia_Ib_ratio,Power_factor"
2.0,2.0,10.0,15,809.6968398641844,27,"Imean,Iref_rollmean,Ic,Power_VaIa,Power_VcIc,Ib_rollstd,Vb,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_THD_below_nominal,dIb_dt,dIc_dt,dVa_dt,Vc_rollmean,Vb_rollmean,Va_rollmean,dIref_dt,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,dIa_dt,Ib_Ic_ratio,is_zero_Iref,is_zero_current"
2.0,2.0,10.0,20,3651.7228695217314,26,"Ic_rollmean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VaIa,Vmean,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Ia_rollstd,THD,Vdiff_ca,is_current_surge,dVc_dt,dVa_dt,Iref,Vc_rollmean,Va_rollmean,dTHD_dt,Ia_Ib_ratio,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor"
2.0,2.0,10.0,25,6262.110636708691,25,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Ic,Ia,Idiff_ab,Ib_rollstd,Va,Idiff_bc,Ic_rollstd,THD,Vdiff_ca,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollmean,dTHD_dt,Va_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_zero_current"
2.0,2.0,10.0,30,9013.114562253884,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Ib,Idiff_ab,Power_VbIb,Iref_rollstd,Va,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,Iref,dVb_dt,Vb_rollmean,THD_rollmean,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
2.0,2.0,20.0,5,-6709.510698219256,24,"Apparent_Power,dImean_dt,Iref_error,Imean,Iref_rollmean,Ic,Istd,Power_VcIc,Ib_rollstd,Vb,Vc,Va,Idiff_bc,Ic_rollstd,Vdiff_ca,is_THD_below_nominal,dIc_dt,Vb_rollstd,Vc_rollmean,dTHD_dt,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor"
2.0,2.0,20.0,10,-1375.9088592757555,23,"Apparent_Power,Ic,Power_VbIb,Power_VcIc,Vmean,Iref_rollstd,Va,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ca,Vstd,THD_rollstd,is_current_surge,dIc_dt,Vb_rollstd,dVa_dt,dVb_dt,Vb_rollmean,Va_rollstd,dIa_dt,is_zero_Iref,is_zero_current"
2.0,2.0,20.0,15,2096.5259427108267,26,"Apparent_Power,dImean_dt,Iref_error,Iref_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Iref_rollstd,Ib_rollstd,Va,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,is_current_imbalanced,is_THD_below_nominal,dIb_dt,Vb_rollstd,dVb_dt,THD_rollmean,Ia_Ib_ratio,is_voltage_spike_ab,is_voltage_spike_ca"
2.0,2.0,20.0,20,7285.146196635148,26,"Apparent_Power,Imean,Ib_rollmean,Iref_rollmean,Ia,Ib,Idiff_ab,Istd,Vmean,Vb,Va,Ic_rollstd,Ia_rollstd,Vdiff_ca,Vdiff_bc,dIb_dt,is_current_surge,dVc_dt,Iref,Vc_rollmean,dVb_dt,THD_rollmean,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_zero_current"
2.0,2.0,20.0,25,12503.219002807584,25,"Apparent_Power,dImean_dt,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Iref_rollmean,Idiff_ab,Power_VbIb,Ib_rollstd,Va,Idiff_ca,is_current_imbalanced,is_current_surge,dVa_dt,Iref,Va_rollmean,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,20.0,30,18009.763582650965,30,"Apparent_Power,dImean_dt,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ib,Istd,Iref_rollstd,Ib_rollstd,Va,Ic_rollstd,Vdiff_ab,THD,Vdiff_ca,Vstd,is_current_imbalanced,is_current_surge,dVc_dt,Vc_rollmean,Vb_rollmean,THD_rollmean,Vc_rollstd,dIa_dt,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc,is_zero_current"
2.0,2.0,50.0,5,-27534.609964968018,29,"dImean_dt,Iref_error,Imean,Ic_rollmean,Power_VbIb,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vc,Va,Idiff_ca,Vdiff_ab,Vstd,is_THD_below_nominal,is_current_surge,Vb_rollstd,Iref,dVb_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor"
2.0,2.0,50.0,10,-6239.536982171102,25,"Iref_error,Imean,Iref_rollmean,Ia,Ib,Power_VbIb,Power_VcIc,Vmean,Iref_rollstd,Vc,Va,Ic_rollstd,Vdiff_ab,Vstd,is_current_surge,dIc_dt,Vb_rollstd,Vc_rollmean,Va_rollmean,Ic_Ia_ratio,dIa_dt,is_zero_Iref,Power_factor,is_voltage_spike_bc,is_zero_current"
2.0,2.0,50.0,15,9451.291394169366,21,"Imean,Ib,Istd,Power_VcIc,Vmean,Idiff_ca,Ia_rollstd,THD,Vdiff_ca,THD_rollstd,Vb_rollstd,Vc_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Ic_Ia_ratio,Ib_Ic_ratio,is_voltage_spike_ab,Power_factor,is_voltage_spike_bc,is_zero_current"
2.0,2.0,50.0,20,18212.29908992049,26,"Iref_error,Ic_rollmean,Ib_rollmean,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Vc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,dVb_dt,Va_rollmean,THD_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,dIa_dt,is_voltage_spike_ab,is_voltage_spike_bc"
2.0,2.0,50.0,25,30796.376328215545,28,"Ic_rollmean,Ib_rollmean,Ia_rollmean,Power_VbIb,Power_VaIa,Iref_rollstd,Ib_rollstd,Vb,Idiff_bc,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,Vb_rollstd,Vc_rollmean,dVb_dt,Vb_rollmean,Va_rollmean,dTHD_dt,Ia_Ib_ratio,dIa_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_zero_current"
2.0,2.0,50.0,30,45011.50538834146,30,"Apparent_Power,dImean_dt,Ic_rollmean,Iref_rollmean,Ic,Ia,Power_VbIb,Istd,Power_VcIc,Vmean,Iref_rollstd,Idiff_bc,Idiff_ca,THD,Vdiff_ca,Vdiff_bc,is_current_imbalanced,THD_rollstd,dIb_dt,dVc_dt,dVb_dt,Vb_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca,is_voltage_spike_bc"
2.0,2.0,100.0,5,-65092.61260196866,31,"dImean_dt,Iref_error,Ic_rollmean,Ib_rollmean,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Vmean,Iref_rollstd,Vb,Vc,Ic_rollstd,Idiff_ca,Vdiff_ab,THD,is_THD_below_nominal,THD_rollstd,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,Iref,Vb_rollmean,dIref_dt,Va_rollstd,dIa_dt,is_zero_Iref,Power_factor,is_zero_current"
2.0,2.0,100.0,10,-22391.43874632398,28,"dImean_dt,Iref_error,Imean,Ib_rollmean,Ia_rollmean,Ia,Ib,Idiff_ab,Ib_rollstd,Vc,Ic_rollstd,Idiff_ca,THD,is_THD_below_nominal,dIc_dt,Vb_rollstd,dVa_dt,Iref,Vc_rollmean,dTHD_dt,Vc_rollstd,Va_rollstd,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc,is_zero_current"
2.0,2.0,100.0,15,21599.214664707783,18,"Apparent_Power,Iref_error,Imean,Ic,Ib,Vc,Va,Vdiff_ca,is_THD_below_nominal,dVc_dt,Iref,Vc_rollmean,dVb_dt,THD_rollmean,Ia_Ib_ratio,Power_factor,is_voltage_spike_bc,is_zero_current"
2.0,2.0,100.0,20,35105.60770195525,27,"Apparent_Power,Iref_error,Imean,Ic_rollmean,Ib_rollmean,Ia_rollmean,Ic,Power_VbIb,Istd,Power_VaIa,Vc,Va,Idiff_bc,Vdiff_ca,Vdiff_bc,Vstd,THD_rollstd,is_current_surge,Vc_rollmean,Va_rollmean,Vc_rollstd,Ic_Ia_ratio,dIa_dt,is_voltage_spike_ab,Power_factor,is_voltage_spike_ca,is_zero_current"
2.0,2.0,100.0,25,62499.04167140811,25,"dImean_dt,Ic_rollmean,Iref_rollmean,Ic,Ia,Ib,Idiff_ab,Power_VbIb,Istd,Power_VcIc,Vmean,Iref_rollstd,Vc,Va,Ic_rollstd,THD,Vdiff_ca,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,Vb_rollmean,Vc_rollstd,Ic_Ia_ratio,dIa_dt,Power_factor"
2.0,2.0,100.0,30,90004.50550432269,30,"dImean_dt,Imean,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Idiff_ab,Power_VbIb,Istd,Vmean,Iref_rollstd,Ib_rollstd,Vc,Va,Ic_rollstd,Idiff_ca,Vdiff_ca,Vdiff_bc,Vstd,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,Vb_rollmean,THD_rollmean,dTHD_dt,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_bc"
2.0,5.0,0.1,5,66.78640364048914,31,"Iref_error,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_ca,dIb_dt,is_current_surge,dIc_dt,Iref,Vc_rollmean,dVb_dt,Va_rollmean,dIref_dt,THD_rollmean,Vc_rollstd,Va_rollstd,Ia_Ib_ratio,Ib_Ic_ratio,is_voltage_spike_ab,is_zero_Iref,is_voltage_spike_ca"
2.0,5.0,0.1,10,73.29828450743105,27,"Apparent_Power,Imean,Ia_rollmean,Iref_rollmean,Ia,Idiff_ab,Power_VbIb,Istd,Power_VaIa,Power_VcIc,Iref_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ca,Vdiff_bc,is_current_imbalanced,is_THD_below_nominal,THD_rollstd,is_current_surge,dIc_dt,Iref,Vc_rollstd,Va_rollstd,is_voltage_spike_ab,is_voltage_spike_bc,is_zero_current"
2.0,5.0,0.1,15,153.5789361833737,25,"dImean_dt,Iref_error,Iref_rollmean,Power_VbIb,Idiff_bc,Ic_rollstd,Idiff_ca,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Iref,dVb_dt,Va_rollmean,THD_rollmean,Vc_rollstd,Va_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,is_zero_Iref,Power_factor,is_voltage_spike_ca"
2.0,5.0,0.1,20,95.14225410243837,30,"Apparent_Power,dImean_dt,Ib_rollmean,Ic,Power_VaIa,Power_VcIc,Ib_rollstd,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,dIc_dt,dVc_dt,Vb_rollstd,dVa_dt,Iref,Vb_rollmean,dIref_dt,THD_rollmean,dTHD_dt,Vc_rollstd,Ic_Ia_ratio,is_voltage_spike_ab,is_voltage_spike_ca,is_zero_current"
2.0,5.0,0.1,25,176.71234583172358,35,"Apparent_Power,dImean_dt,Iref_error,Ic_rollmean,Ia_rollmean,Iref_rollmean,Ic,Ia,Idiff_ab,Power_VbIb,Power_VaIa,Power_VcIc,Iref_rollstd,Ib_rollstd,Vb,Va,Idiff_bc,Ic_rollstd,Ia_rollstd,Vdiff_ab,THD,Vdiff_bc,Vstd,is_THD_below_nominal,dIb_dt,is_current_surge,Vb_rollstd,Iref,dVb_dt,Vb_rollmean,Va_rollmean,Ib_Ic_ratio,Power_factor,is_voltage_spike_ca,is_zero_current"
